Arrondissement ou ville liée,var,date,value
Saint-Léonard,per100k_total,2020-10-09,1975.6
Senneville,per100k_total,2020-10-09,na
Sud-Ouest,per100k_total,2020-10-09,1691.6
Verdun,per100k_total,2020-10-09,1714.6
Ville-Marie,per100k_total,2020-10-09,1776.4
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-09,2052.8
Westmount,per100k_total,2020-10-09,1206.2
Territoire à confirmer,per100k_total,2020-10-09,na
Total à Montréal,per100k_total,2020-10-09,1783.5
Ahuntsic–Cartierville,deaths_nb_last14days,2020-10-09,5.0
Anjou,deaths_nb_last14days,2020-10-09,0.0
Baie D'urfé,deaths_nb_last14days,2020-10-09,0.0
Beaconsfield,deaths_nb_last14days,2020-10-09,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_last14days,2020-10-09,5.0
Côte-Saint-Luc,deaths_nb_last14days,2020-10-09,5.0
Dollard-des-Ormeaux,deaths_nb_last14days,2020-10-09,0.0
Dorval,deaths_nb_last14days,2020-10-09,0.0
Hampstead,deaths_nb_last14days,2020-10-09,0.0
Kirkland,deaths_nb_last14days,2020-10-09,0.0
Lachine,deaths_nb_last14days,2020-10-09,0.0
LaSalle,deaths_nb_last14days,2020-10-09,0.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_last14days,2020-10-09,0.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_last14days,2020-10-09,0.0
Montréal Est,deaths_nb_last14days,2020-10-09,0.0
Montréal-Nord,deaths_nb_last14days,2020-10-09,5.0
Montréal-Ouest,deaths_nb_last14days,2020-10-09,0.0
Mont-Royal,deaths_nb_last14days,2020-10-09,0.0
Outremont,deaths_nb_last14days,2020-10-09,5.0
Pierrefonds–Roxboro,deaths_nb_last14days,2020-10-09,0.0
Plateau Mont-Royal,deaths_nb_last14days,2020-10-09,5.0
Pointe-Claire,deaths_nb_last14days,2020-10-09,0.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_last14days,2020-10-09,0.0
Rosemont–La Petite Patrie,deaths_nb_last14days,2020-10-09,0.0
Sainte-Anne-de-Bellevue,deaths_nb_last14days,2020-10-09,0.0
Saint-Laurent,deaths_nb_last14days,2020-10-09,0.0
Saint-Léonard,deaths_nb_last14days,2020-10-09,5.0
Senneville,deaths_nb_last14days,2020-10-09,0.0
Sud-Ouest,deaths_nb_last14days,2020-10-09,0.0
Verdun,deaths_nb_last14days,2020-10-09,0.0
Ville-Marie,deaths_nb_last14days,2020-10-09,5.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_last14days,2020-10-09,5.0
Westmount,deaths_nb_last14days,2020-10-09,0.0
Territoire à confirmer,deaths_nb_last14days,2020-10-09,0.0
Total à Montréal,deaths_nb_last14days,2020-10-09,12.0
Ahuntsic–Cartierville,per100k_total,2020-10-09,na
Anjou,per100k_total,2020-10-09,na
Baie D'urfé,per100k_total,2020-10-09,na
Beaconsfield,per100k_total,2020-10-09,na
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-09,na
Côte-Saint-Luc,per100k_total,2020-10-09,na
Dollard-des-Ormeaux,per100k_total,2020-10-09,na
Dorval,per100k_total,2020-10-09,na
Hampstead,per100k_total,2020-10-09,na
Kirkland,per100k_total,2020-10-09,na
Lachine,per100k_total,2020-10-09,na
LaSalle,per100k_total,2020-10-09,na
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-09,na
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-09,na
Montréal Est,per100k_total,2020-10-09,na
Montréal-Nord,per100k_total,2020-10-09,na
Montréal-Ouest,per100k_total,2020-10-09,na
Mont-Royal,per100k_total,2020-10-09,na
Outremont,per100k_total,2020-10-09,na
Pierrefonds–Roxboro,per100k_total,2020-10-09,na
Plateau Mont-Royal,per100k_total,2020-10-09,na
Pointe-Claire,per100k_total,2020-10-09,na
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-09,na
Rosemont–La Petite Patrie,per100k_total,2020-10-09,na
Sainte-Anne-de-Bellevue,per100k_total,2020-10-09,na
Saint-Laurent,per100k_total,2020-10-09,na
Saint-Léonard,per100k_total,2020-10-09,na
Senneville,per100k_total,2020-10-09,na
Sud-Ouest,per100k_total,2020-10-09,na
Verdun,per100k_total,2020-10-09,na
Ville-Marie,per100k_total,2020-10-09,na
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-09,na
Westmount,per100k_total,2020-10-09,na
Territoire à confirmer,per100k_total,2020-10-09,na
Total à Montréal,per100k_total,2020-10-09,0.6
Ahuntsic–Cartierville,deaths_nb_total,2020-10-09,360.0
Anjou,deaths_nb_total,2020-10-09,51.0
Baie D'urfé,deaths_nb_total,2020-10-09,5.0
Beaconsfield,deaths_nb_total,2020-10-09,9.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-10-09,263.0
Côte-Saint-Luc,deaths_nb_total,2020-10-09,65.0
Dollard-des-Ormeaux,deaths_nb_total,2020-10-09,83.0
Dorval,deaths_nb_total,2020-10-09,50.0
Hampstead,deaths_nb_total,2020-10-09,5.0
Kirkland,deaths_nb_total,2020-10-09,23.0
Lachine,deaths_nb_total,2020-10-09,101.0
LaSalle,deaths_nb_total,2020-10-09,184.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-10-09,46.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-10-09,373.0
Montréal Est,deaths_nb_total,2020-10-09,5.0
Montréal-Nord,deaths_nb_total,2020-10-09,248.0
Montréal-Ouest,deaths_nb_total,2020-10-09,5.0
Mont-Royal,deaths_nb_total,2020-10-09,77.0
Outremont,deaths_nb_total,2020-10-09,12.0
Pierrefonds–Roxboro,deaths_nb_total,2020-10-09,39.0
Plateau Mont-Royal,deaths_nb_total,2020-10-09,142.0
Pointe-Claire,deaths_nb_total,2020-10-09,40.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-10-09,242.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-10-09,239.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-10-09,5.0
Saint-Laurent,deaths_nb_total,2020-10-09,121.0
Saint-Léonard,deaths_nb_total,2020-10-09,63.0
Senneville,deaths_nb_total,2020-10-09,0.0
Sud-Ouest,deaths_nb_total,2020-10-09,182.0
Verdun,deaths_nb_total,2020-10-09,159.0
Ville-Marie,deaths_nb_total,2020-10-09,90.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-10-09,133.0
Westmount,deaths_nb_total,2020-10-09,37.0
Territoire à confirmer,deaths_nb_total,2020-10-09,45.0
Total à Montréal,deaths_nb_total,2020-10-09,3493.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-10-09,268.2
Anjou,deaths_per100k_total,2020-10-09,119.2
Baie D'urfé,deaths_per100k_total,2020-10-09,na
Beaconsfield,deaths_per100k_total,2020-10-09,46.6
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-10-09,157.9
Côte-Saint-Luc,deaths_per100k_total,2020-10-09,200.3
Dollard-des-Ormeaux,deaths_per100k_total,2020-10-09,169.7
Dorval,deaths_per100k_total,2020-10-09,263.4
Hampstead,deaths_per100k_total,2020-10-09,na
Kirkland,deaths_per100k_total,2020-10-09,114.1
Lachine,deaths_per100k_total,2020-10-09,227.0
LaSalle,deaths_per100k_total,2020-10-09,239.4
L'Île-Bizard–Sainte-Geneviève,deaths_per100k_total,2020-10-09,249.8
Mercier–Hochelaga-Maisonneuve,deaths_per100k_total,2020-10-09,274.2
Montréal Est,deaths_per100k_total,2020-10-09,na
Montréal-Nord,deaths_per100k_total,2020-10-09,294.4
Montréal-Ouest,deaths_per100k_total,2020-10-09,na
Mont-Royal,deaths_per100k_total,2020-10-09,379.8
Outremont,deaths_per100k_total,2020-10-09,50.1
Pierrefonds–Roxboro,deaths_per100k_total,2020-10-09,56.3
Plateau Mont-Royal,deaths_per100k_total,2020-10-09,136.5
Pointe-Claire,deaths_per100k_total,2020-10-09,127.5
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_per100k_total,2020-10-09,226.7
Rosemont–La Petite Patrie,deaths_per100k_total,2020-10-09,171.2
Sainte-Anne-de-Bellevue,deaths_per100k_total,2020-10-09,na
Saint-Laurent,deaths_per100k_total,2020-10-09,122.4
Saint-Léonard,deaths_per100k_total,2020-10-09,80.5
Senneville,deaths_per100k_total,2020-10-09,na
Sud-Ouest,deaths_per100k_total,2020-10-09,232.9
Verdun,deaths_per100k_total,2020-10-09,229.7
Ville-Marie,deaths_per100k_total,2020-10-09,100.9
Villeray–Saint-Michel–Parc-Extension,deaths_per100k_total,2020-10-09,92.5
Westmount,deaths_per100k_total,2020-10-09,182.2
Territoire à confirmer,deaths_per100k_total,2020-10-09,na
Total à Montréal,deaths_per100k_total,2020-10-09,169.1
Ahuntsic–Cartierville,nb_last24h,2020-10-10,14.0
Anjou,nb_last24h,2020-10-10,5.0
Baie D'urfé,nb_last24h,2020-10-10,0.0
Beaconsfield,nb_last24h,2020-10-10,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last24h,2020-10-10,26.0
Côte-Saint-Luc,nb_last24h,2020-10-10,9.0
Dollard-des-Ormeaux,nb_last24h,2020-10-10,7.0
Dorval,nb_last24h,2020-10-10,0.0
Hampstead,nb_last24h,2020-10-10,5.0
Kirkland,nb_last24h,2020-10-10,5.0
Lachine,nb_last24h,2020-10-10,6.0
LaSalle,nb_last24h,2020-10-10,14.0
L'Île-Bizard–Sainte-Geneviève,nb_last24h,2020-10-10,5.0
Mercier–Hochelaga-Maisonneuve,nb_last24h,2020-10-10,15.0
Montréal Est,nb_last24h,2020-10-10,5.0
Montréal-Nord,nb_last24h,2020-10-10,23.0
Montréal-Ouest,nb_last24h,2020-10-10,-1.0
Mont-Royal,nb_last24h,2020-10-10,0.0
Outremont,nb_last24h,2020-10-10,0.0
Pierrefonds–Roxboro,nb_last24h,2020-10-10,12.0
Plateau Mont-Royal,nb_last24h,2020-10-10,21.0
Pointe-Claire,nb_last24h,2020-10-10,5.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last24h,2020-10-10,18.0
Rosemont–La Petite Patrie,nb_last24h,2020-10-10,18.0
Sainte-Anne-de-Bellevue,nb_last24h,2020-10-10,0.0
Saint-Laurent,nb_last24h,2020-10-10,26.0
Saint-Léonard,nb_last24h,2020-10-10,19.0
Senneville,nb_last24h,2020-10-10,0.0
Sud-Ouest,nb_last24h,2020-10-10,12.0
Verdun,nb_last24h,2020-10-10,7.0
Ville-Marie,nb_last24h,2020-10-10,40.0
Villeray–Saint-Michel–Parc-Extension,nb_last24h,2020-10-10,28.0
Westmount,nb_last24h,2020-10-10,5.0
Territoire à confirmer,nb_last24h,2020-10-10,11.0
Total à Montréal,nb_last24h,2020-10-10,345.0
Ahuntsic–Cartierville,nb_last14days,2020-10-10,255.0
Anjou,nb_last14days,2020-10-10,102.0
Baie D'urfé,nb_last14days,2020-10-10,5.0
Beaconsfield,nb_last14days,2020-10-10,16.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_last14days,2020-10-10,364.0
Côte-Saint-Luc,nb_last14days,2020-10-10,124.0
Dollard-des-Ormeaux,nb_last14days,2020-10-10,77.0
Dorval,nb_last14days,2020-10-10,22.0
Hampstead,nb_last14days,2020-10-10,23.0
Kirkland,nb_last14days,2020-10-10,22.0
Lachine,nb_last14days,2020-10-10,55.0
LaSalle,nb_last14days,2020-10-10,101.0
L'Île-Bizard–Sainte-Geneviève,nb_last14days,2020-10-10,20.0
Mercier–Hochelaga-Maisonneuve,nb_last14days,2020-10-10,280.0
Montréal Est,nb_last14days,2020-10-10,10.0
Montréal-Nord,nb_last14days,2020-10-10,303.0
Montréal-Ouest,nb_last14days,2020-10-10,5.0
Mont-Royal,nb_last14days,2020-10-10,27.0
Outremont,nb_last14days,2020-10-10,121.0
Pierrefonds–Roxboro,nb_last14days,2020-10-10,134.0
Plateau Mont-Royal,nb_last14days,2020-10-10,270.0
Pointe-Claire,nb_last14days,2020-10-10,19.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_last14days,2020-10-10,263.0
Rosemont–La Petite Patrie,nb_last14days,2020-10-10,242.0
Sainte-Anne-de-Bellevue,nb_last14days,2020-10-10,5.0
Saint-Laurent,nb_last14days,2020-10-10,240.0
Saint-Léonard,nb_last14days,2020-10-10,192.0
Senneville,nb_last14days,2020-10-10,5.0
Sud-Ouest,nb_last14days,2020-10-10,180.0
Verdun,nb_last14days,2020-10-10,108.0
Ville-Marie,nb_last14days,2020-10-10,322.0
Villeray–Saint-Michel–Parc-Extension,nb_last14days,2020-10-10,357.0
Westmount,nb_last14days,2020-10-10,25.0
Territoire à confirmer,nb_last14days,2020-10-10,146.0
Total à Montréal,nb_last14days,2020-10-10,4429.0
Ahuntsic–Cartierville,per100k_last14days,2020-10-10,190.0
Anjou,per100k_last14days,2020-10-10,238.3
Baie D'urfé,per100k_last14days,2020-10-10,na
Beaconsfield,per100k_last14days,2020-10-10,82.8
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_last14days,2020-10-10,218.6
Côte-Saint-Luc,per100k_last14days,2020-10-10,382.1
Dollard-des-Ormeaux,per100k_last14days,2020-10-10,157.5
Dorval,per100k_last14days,2020-10-10,115.9
Hampstead,per100k_last14days,2020-10-10,329.8
Kirkland,per100k_last14days,2020-10-10,109.2
Lachine,per100k_last14days,2020-10-10,123.6
LaSalle,per100k_last14days,2020-10-10,131.4
L'Île-Bizard–Sainte-Geneviève,per100k_last14days,2020-10-10,108.6
Mercier–Hochelaga-Maisonneuve,per100k_last14days,2020-10-10,205.8
Montréal Est,per100k_last14days,2020-10-10,259.7
Montréal-Nord,per100k_last14days,2020-10-10,359.7
Montréal-Ouest,per100k_last14days,2020-10-10,na
Mont-Royal,per100k_last14days,2020-10-10,133.2
Outremont,per100k_last14days,2020-10-10,505.1
Pierrefonds–Roxboro,per100k_last14days,2020-10-10,193.4
Plateau Mont-Royal,per100k_last14days,2020-10-10,259.6
Pointe-Claire,per100k_last14days,2020-10-10,60.5
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_last14days,2020-10-10,246.4
Rosemont–La Petite Patrie,per100k_last14days,2020-10-10,173.4
Sainte-Anne-de-Bellevue,per100k_last14days,2020-10-10,na
Saint-Laurent,per100k_last14days,2020-10-10,242.8
Saint-Léonard,per100k_last14days,2020-10-10,245.2
Senneville,per100k_last14days,2020-10-10,na
Sud-Ouest,per100k_last14days,2020-10-10,230.3
Verdun,per100k_last14days,2020-10-10,156.0
Ville-Marie,per100k_last14days,2020-10-10,361.1
Villeray–Saint-Michel–Parc-Extension,per100k_last14days,2020-10-10,248.2
Westmount,per100k_last14days,2020-10-10,123.1
Territoire à confirmer,per100k_last14days,2020-10-10,na
Total à Montréal,per100k_last14days,2020-10-10,214.4
Ahuntsic–Cartierville,nb_total,2020-10-10,2913.0
Anjou,nb_total,2020-10-10,902.0
Baie D'urfé,nb_total,2020-10-10,33.0
Beaconsfield,nb_total,2020-10-10,87.0
Côte-des-Neiges–Notre-Dame-de-Grâce,nb_total,2020-10-10,2937.0
Côte-Saint-Luc,nb_total,2020-10-10,732.0
Dollard-des-Ormeaux,nb_total,2020-10-10,585.0
Dorval,nb_total,2020-10-10,233.0
Hampstead,nb_total,2020-10-10,95.0
Kirkland,nb_total,2020-10-10,169.0
Lachine,nb_total,2020-10-10,788.0
LaSalle,nb_total,2020-10-10,1473.0
L'Île-Bizard–Sainte-Geneviève,nb_total,2020-10-10,253.0
Mercier–Hochelaga-Maisonneuve,nb_total,2020-10-10,2922.0
Montréal Est,nb_total,2020-10-10,59.0
Montréal-Nord,nb_total,2020-10-10,3114.0
Montréal-Ouest,nb_total,2020-10-10,38.0
Mont-Royal,nb_total,2020-10-10,334.0
Outremont,nb_total,2020-10-10,507.0
Pierrefonds–Roxboro,nb_total,2020-10-10,756.0
Plateau Mont-Royal,nb_total,2020-10-10,1550.0
Pointe-Claire,nb_total,2020-10-10,267.0
Rivière-des-Prairies–Pointe-aux-Trembles,nb_total,2020-10-10,2662.0
Rosemont–La Petite Patrie,nb_total,2020-10-10,2161.0
Sainte-Anne-de-Bellevue,nb_total,2020-10-10,23.0
Saint-Laurent,nb_total,2020-10-10,1548.0
Saint-Léonard,nb_total,2020-10-10,1547.0
Senneville,nb_total,2020-10-10,5.0
Sud-Ouest,nb_total,2020-10-10,1322.0
Verdun,nb_total,2020-10-10,1187.0
Ville-Marie,nb_total,2020-10-10,1584.0
Villeray–Saint-Michel–Parc-Extension,nb_total,2020-10-10,2953.0
Westmount,nb_total,2020-10-10,245.0
Territoire à confirmer,nb_total,2020-10-10,860.0
Total à Montréal,nb_total,2020-10-10,36842.0
Ahuntsic–Cartierville,per100k_total,2020-10-10,2169.9
Anjou,per100k_total,2020-10-10,2107.7
Baie D'urfé,per100k_total,2020-10-10,863.2
Beaconsfield,per100k_total,2020-10-10,450.2
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-10,1763.8
Côte-Saint-Luc,per100k_total,2020-10-10,2255.9
Dollard-des-Ormeaux,per100k_total,2020-10-10,1196.3
Dorval,per100k_total,2020-10-10,1227.6
Hampstead,per100k_total,2020-10-10,1362.4
Kirkland,per100k_total,2020-10-10,838.7
Lachine,per100k_total,2020-10-10,1771.2
LaSalle,per100k_total,2020-10-10,1916.6
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-10,1374.0
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-10,2148.2
Montréal Est,per100k_total,2020-10-10,1532.5
Montréal-Nord,per100k_total,2020-10-10,3696.8
Montréal-Ouest,per100k_total,2020-10-10,752.5
Mont-Royal,per100k_total,2020-10-10,1647.3
Outremont,per100k_total,2020-10-10,2116.6
Pierrefonds–Roxboro,per100k_total,2020-10-10,1091.0
Plateau Mont-Royal,per100k_total,2020-10-10,1490.4
Pointe-Claire,per100k_total,2020-10-10,850.9
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-10,2493.8
Rosemont–La Petite Patrie,per100k_total,2020-10-10,1548.1
Sainte-Anne-de-Bellevue,per100k_total,2020-10-10,463.9
Saint-Laurent,per100k_total,2020-10-10,1566.4
Saint-Léonard,per100k_total,2020-10-10,1975.6
Senneville,per100k_total,2020-10-10,na
Sud-Ouest,per100k_total,2020-10-10,1691.6
Verdun,per100k_total,2020-10-10,1714.6
Ville-Marie,per100k_total,2020-10-10,1776.4
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-10,2052.8
Westmount,per100k_total,2020-10-10,1206.2
Territoire à confirmer,per100k_total,2020-10-10,na
Total à Montréal,per100k_total,2020-10-10,1783.5
Ahuntsic–Cartierville,deaths_nb_last14days,2020-10-10,5.0
Anjou,deaths_nb_last14days,2020-10-10,0.0
Baie D'urfé,deaths_nb_last14days,2020-10-10,0.0
Beaconsfield,deaths_nb_last14days,2020-10-10,0.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_last14days,2020-10-10,5.0
Côte-Saint-Luc,deaths_nb_last14days,2020-10-10,5.0
Dollard-des-Ormeaux,deaths_nb_last14days,2020-10-10,0.0
Dorval,deaths_nb_last14days,2020-10-10,0.0
Hampstead,deaths_nb_last14days,2020-10-10,0.0
Kirkland,deaths_nb_last14days,2020-10-10,0.0
Lachine,deaths_nb_last14days,2020-10-10,0.0
LaSalle,deaths_nb_last14days,2020-10-10,0.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_last14days,2020-10-10,0.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_last14days,2020-10-10,0.0
Montréal Est,deaths_nb_last14days,2020-10-10,0.0
Montréal-Nord,deaths_nb_last14days,2020-10-10,5.0
Montréal-Ouest,deaths_nb_last14days,2020-10-10,0.0
Mont-Royal,deaths_nb_last14days,2020-10-10,0.0
Outremont,deaths_nb_last14days,2020-10-10,5.0
Pierrefonds–Roxboro,deaths_nb_last14days,2020-10-10,0.0
Plateau Mont-Royal,deaths_nb_last14days,2020-10-10,5.0
Pointe-Claire,deaths_nb_last14days,2020-10-10,0.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_last14days,2020-10-10,0.0
Rosemont–La Petite Patrie,deaths_nb_last14days,2020-10-10,0.0
Sainte-Anne-de-Bellevue,deaths_nb_last14days,2020-10-10,0.0
Saint-Laurent,deaths_nb_last14days,2020-10-10,0.0
Saint-Léonard,deaths_nb_last14days,2020-10-10,5.0
Senneville,deaths_nb_last14days,2020-10-10,0.0
Sud-Ouest,deaths_nb_last14days,2020-10-10,0.0
Verdun,deaths_nb_last14days,2020-10-10,0.0
Ville-Marie,deaths_nb_last14days,2020-10-10,5.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_last14days,2020-10-10,5.0
Westmount,deaths_nb_last14days,2020-10-10,0.0
Territoire à confirmer,deaths_nb_last14days,2020-10-10,0.0
Total à Montréal,deaths_nb_last14days,2020-10-10,12.0
Ahuntsic–Cartierville,per100k_total,2020-10-10,na
Anjou,per100k_total,2020-10-10,na
Baie D'urfé,per100k_total,2020-10-10,na
Beaconsfield,per100k_total,2020-10-10,na
Côte-des-Neiges–Notre-Dame-de-Grâce,per100k_total,2020-10-10,na
Côte-Saint-Luc,per100k_total,2020-10-10,na
Dollard-des-Ormeaux,per100k_total,2020-10-10,na
Dorval,per100k_total,2020-10-10,na
Hampstead,per100k_total,2020-10-10,na
Kirkland,per100k_total,2020-10-10,na
Lachine,per100k_total,2020-10-10,na
LaSalle,per100k_total,2020-10-10,na
L'Île-Bizard–Sainte-Geneviève,per100k_total,2020-10-10,na
Mercier–Hochelaga-Maisonneuve,per100k_total,2020-10-10,na
Montréal Est,per100k_total,2020-10-10,na
Montréal-Nord,per100k_total,2020-10-10,na
Montréal-Ouest,per100k_total,2020-10-10,na
Mont-Royal,per100k_total,2020-10-10,na
Outremont,per100k_total,2020-10-10,na
Pierrefonds–Roxboro,per100k_total,2020-10-10,na
Plateau Mont-Royal,per100k_total,2020-10-10,na
Pointe-Claire,per100k_total,2020-10-10,na
Rivière-des-Prairies–Pointe-aux-Trembles,per100k_total,2020-10-10,na
Rosemont–La Petite Patrie,per100k_total,2020-10-10,na
Sainte-Anne-de-Bellevue,per100k_total,2020-10-10,na
Saint-Laurent,per100k_total,2020-10-10,na
Saint-Léonard,per100k_total,2020-10-10,na
Senneville,per100k_total,2020-10-10,na
Sud-Ouest,per100k_total,2020-10-10,na
Verdun,per100k_total,2020-10-10,na
Ville-Marie,per100k_total,2020-10-10,na
Villeray–Saint-Michel–Parc-Extension,per100k_total,2020-10-10,na
Westmount,per100k_total,2020-10-10,na
Territoire à confirmer,per100k_total,2020-10-10,na
Total à Montréal,per100k_total,2020-10-10,0.6
Ahuntsic–Cartierville,deaths_nb_total,2020-10-10,360.0
Anjou,deaths_nb_total,2020-10-10,51.0
Baie D'urfé,deaths_nb_total,2020-10-10,5.0
Beaconsfield,deaths_nb_total,2020-10-10,9.0
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_nb_total,2020-10-10,263.0
Côte-Saint-Luc,deaths_nb_total,2020-10-10,65.0
Dollard-des-Ormeaux,deaths_nb_total,2020-10-10,83.0
Dorval,deaths_nb_total,2020-10-10,50.0
Hampstead,deaths_nb_total,2020-10-10,5.0
Kirkland,deaths_nb_total,2020-10-10,23.0
Lachine,deaths_nb_total,2020-10-10,101.0
LaSalle,deaths_nb_total,2020-10-10,184.0
L'Île-Bizard–Sainte-Geneviève,deaths_nb_total,2020-10-10,46.0
Mercier–Hochelaga-Maisonneuve,deaths_nb_total,2020-10-10,373.0
Montréal Est,deaths_nb_total,2020-10-10,5.0
Montréal-Nord,deaths_nb_total,2020-10-10,248.0
Montréal-Ouest,deaths_nb_total,2020-10-10,5.0
Mont-Royal,deaths_nb_total,2020-10-10,77.0
Outremont,deaths_nb_total,2020-10-10,12.0
Pierrefonds–Roxboro,deaths_nb_total,2020-10-10,39.0
Plateau Mont-Royal,deaths_nb_total,2020-10-10,142.0
Pointe-Claire,deaths_nb_total,2020-10-10,40.0
Rivière-des-Prairies–Pointe-aux-Trembles,deaths_nb_total,2020-10-10,242.0
Rosemont–La Petite Patrie,deaths_nb_total,2020-10-10,239.0
Sainte-Anne-de-Bellevue,deaths_nb_total,2020-10-10,5.0
Saint-Laurent,deaths_nb_total,2020-10-10,121.0
Saint-Léonard,deaths_nb_total,2020-10-10,63.0
Senneville,deaths_nb_total,2020-10-10,0.0
Sud-Ouest,deaths_nb_total,2020-10-10,182.0
Verdun,deaths_nb_total,2020-10-10,159.0
Ville-Marie,deaths_nb_total,2020-10-10,90.0
Villeray–Saint-Michel–Parc-Extension,deaths_nb_total,2020-10-10,133.0
Westmount,deaths_nb_total,2020-10-10,37.0
Territoire à confirmer,deaths_nb_total,2020-10-10,45.0
Total à Montréal,deaths_nb_total,2020-10-10,3493.0
Ahuntsic–Cartierville,deaths_per100k_total,2020-10-10,268.2
Anjou,deaths_per100k_total,2020-10-10,119.2
Baie D'urfé,deaths_per100k_total,2020-10-10,na
Beaconsfield,deaths_per100k_total,2020-10-10,46.6
Côte-des-Neiges–Notre-Dame-de-Grâce,deaths_per100k_total,2020-10-10,157.9
Côte-Saint-Luc,deaths_per100k_total,2020-10-10,200.3
