,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Anjou,Anjou,Anjou,Anjou,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Beaconsfield,Beaconsfield,Beaconsfield,Beaconsfield,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dorval,Dorval,Dorval,Dorval,Hampstead,Hampstead,Hampstead,Hampstead,Kirkland,Kirkland,Kirkland,Kirkland,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,LaSalle,LaSalle,LaSalle,LaSalle,Lachine,Lachine,Lachine,Lachine,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mont-Royal,Mont-Royal,Mont-Royal,Mont-Royal,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Outremont,Outremont,Outremont,Outremont,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Pointe-Claire,Pointe-Claire,Pointe-Claire,Pointe-Claire,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Léonard,Saint-Léonard,Saint-Léonard,Saint-Léonard,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Senneville,Senneville,Senneville,Senneville,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Verdun,Verdun,Verdun,Verdun,Ville-Marie,Ville-Marie,Ville-Marie,Ville-Marie,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Westmount,Westmount,Westmount,Westmount
2020-07-22,18,13.408320607843867,2386,1,4,9.346667912889055,713,1,0,0.0,31,0,0,0.0,62,0,3,9.245562130177515,522,0,38,22.820081671871247,2245,0,7,14.31522117016708,427,1,5,26.343519494204426,198,0,0,0.0,55,0,3,14.887598630340925,120,0,3,16.292836582849073,214,0,20,26.02370759762143,1245,0,14,31.46845287599182,650,1,52,38.22854790331118,2371,2,2,9.863878477017163,285,0,0,0.0,44,0,17,20.18187430253817,2589,2,1,19.801980198019802,21,0,0,0.0,272,0,9,12.98757521970648,556,0,71,68.26923076923076,979,7,4,12.746972594008922,226,1,23,21.54708037060978,2199,6,59,42.26663801131886,1652,2,11,11.13044886064678,1100,1,19,24.264095523912907,1137,0,0,0.0,18,0,0,0.0,5,0,47,60.13998541285461,964,3,20,28.88962717936125,982,0,106,118.87406078277448,943,11,48,33.36739588329753,2241,6,4,19.692792437967704,191,0
2020-07-23,21,15.643040709151178,2388,2,6,14.020001869333582,716,3,0,0.0,31,0,0,0.0,62,0,2,6.16370808678501,522,0,38,22.820081671871247,2248,3,6,12.270189574428926,427,0,6,31.61222339304531,199,1,0,0.0,55,0,3,14.887598630340925,120,0,3,16.292836582849073,214,0,21,27.324892977502508,1247,2,23,51.69817258198656,661,11,56,41.16920543433512,2377,6,2,9.863878477017163,285,0,0,0.0,44,0,17,20.18187430253817,2592,3,1,19.801980198019802,21,0,0,0.0,272,0,9,12.98757521970648,556,0,69,66.34615384615384,986,7,2,6.373486297004461,226,0,24,22.483909951940642,2201,2,53,37.96833584067627,1655,3,14,14.166025822641355,1104,4,19,24.264095523912907,1140,3,0,0.0,18,0,0,0.0,5,0,43,55.02168878197336,967,3,19,27.445145820393186,982,0,94,105.4166199394415,950,7,43,29.891625478787372,2243,2,5,24.61599054745963,193,2
2020-07-24,21,15.643040709151178,2388,0,6,14.020001869333582,716,0,0,0.0,31,0,0,0.0,62,0,1,3.081854043392505,522,0,33,19.81743934662503,2248,0,6,12.270189574428926,427,0,6,31.61222339304531,199,0,0,0.0,55,0,2,9.925065753560618,120,0,3,16.292836582849073,214,0,20,26.02370759762143,1247,0,22,49.45042594798714,661,0,52,38.22854790331118,2377,0,2,9.863878477017163,285,0,0,0.0,44,0,15,17.807536149298382,2592,0,1,19.801980198019802,21,0,0,0.0,272,0,8,11.544511306405761,556,0,65,62.5,986,0,3,9.560229445506693,226,0,21,19.67342120794806,2201,0,47,33.670033670033675,1655,0,14,14.166025822641355,1104,0,15,19.15586488729966,1140,0,0,0.0,18,0,0,0.0,5,0,41,52.462540466532744,967,0,15,21.667220384520938,982,0,82,91.95917909610856,950,0,40,27.806163236081275,2243,0,5,24.61599054745963,193,0
2020-07-25,20,14.89813400871541,2388,0,6,14.020001869333582,716,0,0,0.0,31,0,0,0.0,62,0,1,3.081854043392505,522,0,32,19.21691088157579,2248,0,6,12.270189574428926,427,0,6,31.61222339304531,199,0,0,0.0,55,0,1,4.962532876780309,120,0,3,16.292836582849073,214,0,19,24.72252221774036,1247,0,19,42.7071860459889,661,0,39,28.671410927483386,2377,0,1,4.931939238508582,285,0,0,0.0,44,0,15,17.807536149298382,2592,0,1,19.801980198019802,21,0,0,0.0,272,0,8,11.544511306405761,556,0,56,53.84615384615385,986,0,3,9.560229445506693,226,0,20,18.7365916266172,2201,0,33,23.64066193853428,1655,0,11,11.13044886064678,1104,0,14,17.87880722814635,1140,0,0,0.0,18,0,0,0.0,5,0,38,48.6238179933718,967,0,13,18.778257666584814,982,0,68,76.25883144555344,950,0,36,25.025546912473146,2243,0,3,14.769594328475778,193,0
2020-07-26,15,11.173600506536557,2397,9,9,21.030002804000375,718,2,0,0.0,31,0,0,0.0,62,0,3,9.245562130177515,524,2,29,17.415325486428056,2258,10,6,12.270189574428926,430,3,5,26.343519494204426,200,1,1,14.341029685931451,56,1,1,4.962532876780309,121,1,3,16.292836582849073,215,1,18,23.42133683785929,1252,5,31,69.68014565398188,675,14,41,30.141739692995355,2395,18,0,0.0,285,0,0,0.0,44,0,12,14.246028919438707,2597,5,2,39.603960396039604,23,2,2,8.349336227769893,274,2,5,7.2153195665036,557,1,49,47.11538461538461,1001,15,3,9.560229445506693,226,0,22,20.610250789278922,2209,8,25,17.909592377677484,1667,12,9,9.10673088598373,1105,1,15,19.15586488729966,1147,7,0,0.0,18,0,0,0.0,5,0,30,38.38722473160932,979,12,11,15.889294948648688,987,5,50,56.072670180554,976,26,37,25.720700993375182,2255,12,3,14.769594328475778,193,0
2020-08-11,64,47.67402882788931,2449,52,20,46.733339564445274,729,11,0,0.0,31,0,0,0.0,62,0,18,55.47337278106509,540,16,88,52.84650492433341,2328,70,14,28.63044234033416,440,10,8,42.149631190727085,204,4,4,57.364118743725804,59,3,4,19.850131507121237,124,3,7,38.016618693314506,221,6,42,54.649785955005015,1282,30,49,110.13958506597137,693,18,100,73.51643827559842,2461,66,-5,-24.65969619254291,280,-5,2,51.94805194805195,46,2,49,58.17128475437472,2636,39,7,138.6138613861386,28,5,6,25.04800868330968,278,4,23,33.190470005916566,576,19,86,82.6923076923077,1053,52,13,41.427660930528994,237,11,33,30.915376183918386,2224,15,86,61.60899777921054,1736,69,42,42.49807746792407,1141,36,41,52.359364025285736,1175,28,0,0.0,18,0,0,0.0,5,0,54,69.09700451689677,1008,29,34,49.11236620491413,1014,27,109,122.23842099360772,1039,63,101,70.21056217110522,2328,73,5,24.61599054745963,195,2
2020-08-16,80,59.59253603486164,2465,16,17,39.72333862977848,729,0,0,0.0,31,0,0,0.0,62,0,19,58.55522682445759,541,1,95,57.05020417967812,2340,12,19,38.85560031902493,445,5,7,36.880927291886195,205,1,4,57.364118743725804,59,0,4,19.850131507121237,124,0,10,54.309455276163575,224,3,39,50.7462298153618,1284,2,45,101.14859852997371,694,1,94,69.10545197906252,2463,2,-4,-19.727756954034326,281,1,3,77.92207792207792,47,1,55,65.29429921409407,2642,6,8,158.41584158415841,29,1,7,29.22267679719462,279,1,21,30.30434217931512,577,1,91,87.5,1063,10,15,47.80114722753346,240,3,38,35.599524090572686,2231,7,98,70.20560212049574,1748,12,51,51.6048083539078,1150,9,42,53.63642168443906,1179,4,0,0.0,18,0,0,0.0,5,0,60,76.77444946321864,1021,13,36,52.001328922850256,1018,4,113,126.72423460805204,1045,6,106,73.68633257561538,2341,13,5,24.61599054745963,196,1
2020-08-17,82,61.08234943573318,2468,3,19,44.39667258622301,732,3,0,0.0,31,0,0,0.0,62,0,21,64.71893491124261,543,2,103,61.854431900072065,2348,8,20,40.90063191476309,447,2,7,36.880927291886195,205,0,4,57.364118743725804,59,0,4,19.850131507121237,124,0,10,54.309455276163575,224,0,41,53.34860057512393,1286,2,48,107.89183843197193,698,4,93,68.37028759630654,2464,1,-2,-9.863878477017163,283,2,4,103.8961038961039,48,1,59,70.04297552057363,2648,6,8,158.41584158415841,29,0,7,29.22267679719462,279,0,25,36.076597832518004,581,4,87,83.65384615384616,1066,3,15,47.80114722753346,241,1,36,33.72586492791096,2235,4,99,70.92198581560284,1751,3,53,53.62852632857085,1153,3,43,54.91347934359237,1180,1,0,0.0,18,0,0,0.0,5,0,62,79.33359777865927,1026,5,38,54.89029164078637,1020,2,103,115.50970057194122,1046,1,101,70.21056217110522,2342,1,5,24.61599054745963,196,0
2020-08-18,81,60.3374427352974,2469,1,17,39.72333862977848,733,1,0,0.0,31,0,0,0.0,62,0,21,64.71893491124261,543,0,102,61.25390343502282,2350,2,20,40.90063191476309,447,0,6,31.61222339304531,205,0,4,57.364118743725804,59,0,4,19.850131507121237,124,0,10,54.309455276163575,224,0,41,53.34860057512393,1288,2,37,83.16662545797838,698,0,88,64.69446568252661,2465,1,-1,-4.931939238508582,284,1,4,103.8961038961039,48,0,56,66.48146829071396,2648,0,8,158.41584158415841,29,0,7,29.22267679719462,279,0,26,37.51966174581872,582,1,82,78.84615384615384,1068,2,15,47.80114722753346,241,0,33,30.915376183918386,2234,-1,97,69.48921842538864,1752,1,51,51.6048083539078,1155,2,40,51.082306366132435,1180,0,0,0.0,18,0,0,0.0,5,0,60,76.77444946321864,1027,1,38,54.89029164078637,1020,0,98,109.90243355388583,1048,2,101,70.21056217110522,2344,2,3,14.769594328475778,196,0
2020-08-19,84,62.57216283660471,2472,3,18,42.06000560800075,734,1,0,0.0,31,0,0,0.0,62,0,21,64.71893491124261,543,0,104,62.45496036512131,2352,2,20,40.90063191476309,447,0,6,31.61222339304531,205,0,4,57.364118743725804,59,0,3,14.887598630340925,123,-1,9,48.87850974854722,223,-1,42,54.649785955005015,1289,1,37,83.16662545797838,698,0,92,67.63512321355056,2469,4,-1,-4.931939238508582,284,0,4,103.8961038961039,48,0,57,67.66863736733386,2649,1,8,158.41584158415841,29,0,7,29.22267679719462,279,0,26,37.51966174581872,582,0,82,78.84615384615384,1068,0,15,47.80114722753346,241,0,34,31.852205765249245,2235,1,99,70.92198581560284,1754,2,51,51.6048083539078,1155,0,41,52.359364025285736,1181,1,0,0.0,18,0,0,0.0,5,0,61,78.05402362093895,1028,1,38,54.89029164078637,1020,0,100,112.145340361108,1050,2,103,71.60087033290928,2346,2,3,14.769594328475778,196,0
2020-08-20,85,63.31706953704049,2473,1,18,42.06000560800075,734,0,0,0.0,31,0,0,0.0,62,0,21,64.71893491124261,543,0,105,63.055488830170546,2353,1,20,40.90063191476309,447,0,7,36.880927291886195,206,1,4,57.364118743725804,59,0,4,19.850131507121237,124,1,9,48.87850974854722,223,0,45,58.55334209464823,1292,3,37,83.16662545797838,698,0,97,71.31094512733047,2474,5,-1,-4.931939238508582,284,0,4,103.8961038961039,48,0,57,67.66863736733386,2649,0,8,158.41584158415841,29,0,7,29.22267679719462,279,0,26,37.51966174581872,582,0,83,79.8076923076923,1069,1,15,47.80114722753346,241,0,35,32.7890353465801,2236,1,102,73.07113690092413,1757,3,52,52.61666734123932,1156,1,43,54.91347934359237,1183,2,0,0.0,18,0,0,0.0,5,0,68,87.01104272498112,1035,7,37,53.44581028181831,1019,-1,103,115.50970057194122,1053,3,106,73.68633257561538,2349,3,4,19.692792437967704,197,1
2020-08-23,80,59.59253603486164,2477,4,15,35.05000467333395,733,-1,0,0.0,31,0,0,0.0,62,0,20,61.6370808678501,544,1,105,63.055488830170546,2363,10,18,36.81056872328678,448,1,5,26.343519494204426,205,-1,3,43.02308905779435,59,0,12,59.5503945213637,133,9,9,48.87850974854722,224,1,43,55.95097133488608,1295,3,26,58.44141248398481,701,3,82,60.28347938599071,2477,3,4,19.727756954034326,289,5,4,103.8961038961039,48,0,53,62.91996106085429,2650,1,6,118.8118811881188,29,0,5,20.87334056942473,279,0,26,37.51966174581872,583,1,72,69.23076923076923,1073,4,16,50.987890376035686,242,1,32,29.978546602587524,2241,5,93,66.62368364496024,1760,3,52,52.61666734123932,1157,1,37,47.2511333886725,1184,1,0,0.0,18,0,0,0.0,5,0,62,79.33359777865927,1041,6,37,53.44581028181831,1024,5,81,90.83772569249749,1057,4,100,69.5154080902032,2355,6,4,19.692792437967704,197,0
2020-08-24,32,23.837014413944654,2481,4,4,9.346667912889055,733,0,0,0.0,31,0,0,0.0,62,0,3,9.245562130177515,543,-1,36,21.619024741772762,2364,1,8,16.360252765905233,448,0,1,5.268703898840886,205,0,0,0.0,59,0,9,44.662795891022775,133,0,3,16.292836582849073,224,0,13,16.91540993845393,1295,0,8,17.981973071995323,701,0,19,13.9681232723637,2480,3,9,44.387453146577236,289,0,2,51.94805194805195,48,0,13,15.433197996058599,2649,-1,2,39.603960396039604,30,1,1,4.174668113884946,279,0,7,10.10144739310504,583,0,21,20.19230769230769,1074,1,5,15.933715742511152,242,0,19,17.799762045286343,2243,2,24,17.193208682570386,1760,0,18,18.21346177196746,1159,2,11,14.047634250686418,1186,2,0,0.0,18,0,0,0.0,5,0,33,42.22594720477026,1041,0,11,15.889294948648688,1025,1,18,20.186161264999438,1057,0,28,19.464314265256895,2356,1,2,9.846396218983852,197,0
2020-08-25,19,14.153227308279638,2484,3,5,11.683334891111318,734,1,0,0.0,31,0,1,5.17491202649555,63,1,3,9.245562130177515,544,1,27,16.214268556329568,2367,3,4,8.180126382952617,449,1,-1,-5.268703898840886,204,-1,0,0.0,59,0,9,44.662795891022775,133,0,0,0.0,224,0,17,22.120151457978217,1301,6,6,13.486479803996492,700,-1,23,16.90878080338764,2486,6,10,49.31939238508582,291,2,1,25.974025974025974,48,0,9,10.684521689579029,2651,2,1,19.801980198019802,30,0,0,0.0,279,0,7,10.10144739310504,584,1,13,12.5,1076,2,3,9.560229445506693,243,1,15,14.0524437199629,2246,3,18,12.89490651192779,1766,6,11,11.13044886064678,1161,2,12,15.32469190983973,1191,5,0,0.0,18,0,0,0.0,5,0,32,40.94637304704994,1053,12,19,27.445145820393186,1037,12,14,15.70034765055512,1059,2,18,12.512773456236573,2359,3,1,4.923198109491926,197,0
2020-08-26,18,13.408320607843867,2486,2,2,4.6733339564445275,734,0,0,0.0,31,0,1,5.17491202649555,63,0,1,3.081854043392505,544,0,22,13.211626231083352,2370,3,3,6.135094787214463,450,1,-1,-5.268703898840886,204,0,0,0.0,59,0,11,54.58786164458339,135,2,0,0.0,224,0,16,20.818966078097144,1302,1,3,6.743239901998246,701,1,25,18.379109568899604,2489,3,8,39.45551390806865,291,0,0,0.0,48,0,4,4.7486763064795685,2652,1,1,19.801980198019802,30,0,1,4.174668113884946,280,1,4,5.772255653202881,585,1,13,12.5,1079,3,3,9.560229445506693,244,1,12,11.241954975970321,2247,1,16,11.46213912171359,1767,1,9,9.10673088598373,1162,1,15,19.15586488729966,1195,4,0,0.0,18,0,0,0.0,5,0,30,38.38722473160932,1056,3,20,28.88962717936125,1040,3,16,17.94325445777728,1062,3,19,13.207927537138607,2361,2,1,4.923198109491926,197,0
2020-08-27,19,14.153227308279638,2488,2,2,4.6733339564445275,735,1,0,0.0,31,0,0,0.0,62,-1,1,3.081854043392505,544,0,23,13.812154696132598,2373,3,2,4.090063191476308,449,-1,0,0.0,205,1,0,0.0,59,0,11,54.58786164458339,135,0,0,0.0,224,0,8,10.409483039048572,1296,-6,3,6.743239901998246,701,0,23,16.90878080338764,2488,-1,6,29.591635431051493,290,-1,0,0.0,48,0,5,5.935845383099461,2653,1,1,19.801980198019802,30,0,2,8.349336227769893,281,1,1,1.4430639133007201,583,-2,13,12.5,1081,2,3,9.560229445506693,244,0,12,11.241954975970321,2246,-1,17,12.178522816820688,1769,2,10,10.118589873315255,1165,3,17,21.709980205606286,1197,2,0,0.0,18,0,0,0.0,5,0,20,25.591483154406212,1047,-9,10,14.444813589680624,1030,-10,16,17.94325445777728,1064,2,18,12.512773456236573,2362,1,2,9.846396218983852,198,1
2020-08-30,20,14.89813400871541,2492,4,4,9.346667912889055,738,3,0,0.0,31,0,0,0.0,62,0,3,9.245562130177515,546,2,31,18.61638241652654,2383,10,3,6.135094787214463,450,1,0,0.0,205,0,1,14.341029685931451,60,1,15,74.43799315170463,138,3,0,0.0,223,-1,10,13.011853798810716,1299,3,5,11.238733169997078,703,2,25,18.379109568899604,2494,6,8,39.45551390806865,292,2,1,25.974025974025974,49,1,9,10.684521689579029,2658,5,2,39.603960396039604,31,1,4,16.698672455539786,283,2,1,1.4430639133007201,583,0,19,18.26923076923077,1087,6,3,9.560229445506693,244,0,13,12.178784557301181,2248,2,19,13.611290207034887,1773,4,14,14.166025822641355,1169,4,24,30.64938381967946,1205,8,0,0.0,18,0,0,0.0,5,0,21,26.871057312126524,1049,2,13,18.778257666584814,1033,3,26,29.15778849388808,1076,12,20,13.903081618040638,2366,4,2,9.846396218983852,198,0
2020-08-31,23,17.13285411002272,2496,4,5,11.683334891111318,739,1,0,0.0,31,0,0,0.0,62,0,4,12.32741617357002,547,1,29,17.415325486428056,2382,-1,4,8.180126382952617,451,1,-2,-10.537407797681771,204,-1,1,14.341029685931451,60,0,14,69.47546027492432,138,0,-1,-5.430945527616358,222,-1,8,10.409483039048572,1300,1,5,11.238733169997078,703,0,19,13.9681232723637,2493,-1,8,39.45551390806865,292,0,1,25.974025974025974,49,0,10,11.871690766198922,2659,1,3,59.4059405940594,32,1,4,16.698672455539786,283,0,3,4.32919173990216,585,2,19,18.26923076923077,1088,1,3,9.560229445506693,244,0,13,12.178784557301181,2249,1,18,12.89490651192779,1775,2,15,15.177884809972882,1171,2,23,29.372326160526146,1206,1,0,0.0,18,0,0,0.0,5,0,15,19.19361236580466,1050,1,14,20.222739025552873,1033,0,26,29.15778849388808,1079,3,19,13.207927537138607,2368,2,1,4.923198109491926,198,0
2020-09-01,23,17.13285411002272,2500,4,7,16.356668847555845,740,1,0,0.0,31,0,0,0.0,62,0,4,12.32741617357002,548,1,21,12.611097766034112,2384,2,3,6.135094787214463,451,0,-1,-5.268703898840886,204,0,2,28.682059371862902,61,1,5,24.812664383901545,138,0,-2,-10.861891055232716,222,0,8,10.409483039048572,1303,3,2,4.495493267998831,703,0,16,11.762630124095747,2493,0,3,14.795817715525747,292,0,1,25.974025974025974,49,0,11,13.058859842818814,2661,2,3,59.4059405940594,32,0,4,16.698672455539786,283,0,2,2.8861278266014403,585,0,19,18.26923076923077,1092,4,2,6.373486297004461,244,0,10,9.3682958133086,2251,2,15,10.74575542660649,1775,0,17,17.20160278463593,1174,3,23,29.372326160526146,1207,1,0,0.0,18,0,0,0.0,5,0,10,12.795741577203106,1051,1,9,13.000332230712564,1033,0,26,29.15778849388808,1083,4,15,10.42731121353048,2370,2,1,4.923198109491926,198,0
2020-09-02,18,13.408320607843867,2499,-1,9,21.030002804000375,742,2,0,0.0,31,0,0,0.0,62,0,5,15.409270216962526,548,0,24,14.41268316118184,2388,4,6,12.270189574428926,454,3,-1,-5.268703898840886,204,0,2,28.682059371862902,61,0,5,24.812664383901545,138,0,-2,-10.861891055232716,222,0,14,18.216595318335003,1309,6,2,4.495493267998831,703,0,15,11.027465741339764,2495,2,5,24.65969619254291,294,2,1,25.974025974025974,49,0,12,14.246028919438707,2661,0,2,39.603960396039604,32,0,3,12.52400434165484,282,-1,3,4.32919173990216,586,1,18,17.307692307692307,1092,0,2,6.373486297004461,244,0,12,11.241954975970321,2255,4,18,12.89490651192779,1778,3,17,17.20160278463593,1176,2,21,26.81821084221953,1207,0,0,0.0,18,0,0,0.0,5,0,14,17.91403820808435,1055,4,13,18.778257666584814,1038,5,27,30.279241897499162,1084,1,19,13.207927537138607,2375,5,1,4.923198109491926,198,0
2020-09-03,16,11.918507206972327,2500,1,8,18.69333582577811,742,0,0,0.0,31,0,-1,-5.17491202649555,62,0,5,15.409270216962526,549,1,23,13.812154696132598,2390,2,6,12.270189574428926,455,1,0,0.0,204,0,2,28.682059371862902,61,0,6,29.77519726068185,139,1,-2,-10.861891055232716,222,0,9,11.710668418929645,1310,1,2,4.495493267998831,702,-1,13,9.557136975827795,2499,4,3,14.795817715525747,294,0,0,0.0,48,-1,11,13.058859842818814,2662,1,2,39.603960396039604,32,0,4,16.698672455539786,283,1,3,4.32919173990216,587,1,17,16.346153846153847,1093,1,1,3.1867431485022304,244,0,11,10.305125394639461,2257,2,16,11.46213912171359,1782,4,17,17.20160278463593,1178,2,17,21.709980205606286,1208,1,0,0.0,18,0,0,0.0,5,0,3,3.8387224731609324,1056,1,1,1.4444813589680625,1038,0,25,28.036335090277,1084,0,17,11.817619375334543,2376,1,1,4.923198109491926,198,0
2020-09-07,24,17.87776081045849,2510,10,12,28.040003738667163,746,4,0,0.0,31,0,2,10.3498240529911,65,3,7,21.572978303747533,551,2,34,20.417967811674274,2404,14,22,44.99069510623939,472,17,1,5.268703898840886,205,1,3,43.02308905779435,62,1,5,24.812664383901545,140,1,-1,-5.430945527616358,223,1,12,15.614224558572861,1314,4,6,13.486479803996492,707,5,20,14.703287655119684,2509,10,5,24.65969619254291,296,2,0,0.0,48,0,32,37.98941045183655,2684,22,2,39.603960396039604,32,0,10,41.74668113884946,290,7,6,8.65838347980432,591,4,30,28.84615384615385,1109,16,-1,-3.1867431485022304,243,-1,23,21.54708037060978,2270,13,30,21.49151085321298,1797,15,24,24.284615695956614,1186,8,24,30.64938381967946,1219,11,2,40.338846308995564,20,2,0,0.0,5,0,12,15.35488989264373,1068,12,2,2.888962717936125,1042,4,48,53.82976337333184,1110,26,25,17.3788520225508,2386,10,3,14.769594328475778,200,2
2020-09-08,25,18.62266751089426,2513,3,11,25.7033367604449,746,0,0,0.0,31,0,3,15.52473607948665,65,0,12,36.98224852071006,556,5,32,19.21691088157579,2405,1,24,49.080758297715704,473,1,0,0.0,205,0,3,43.02308905779435,62,0,5,24.812664383901545,140,0,-1,-5.430945527616358,223,0,18,23.42133683785929,1314,0,8,17.981973071995323,709,2,26,19.11427395165559,2514,5,7,34.52357466956007,297,1,0,0.0,48,0,34,40.36374860507634,2687,3,2,39.603960396039604,32,0,13,54.270685480504305,294,4,8,11.544511306405761,591,0,29,27.884615384615383,1110,1,-1,-3.1867431485022304,243,0,25,23.4207395332715,2271,1,30,21.49151085321298,1799,2,25,25.296474683288135,1190,4,27,34.48055679713939,1224,5,2,40.338846308995564,20,0,0,0.0,5,0,23,29.430205627567144,1070,2,13,18.778257666584814,1043,1,49,54.951216776942914,1113,3,32,22.24493058886502,2394,8,2,9.846396218983852,200,0
2020-09-09,22,16.38794740958695,2514,1,8,18.69333582577811,746,0,0,0.0,31,0,3,15.52473607948665,65,0,11,33.900394477317555,557,1,23,13.812154696132598,2406,1,24,49.080758297715704,474,1,0,0.0,205,0,3,43.02308905779435,63,1,2,9.925065753560618,140,0,1,5.430945527616358,224,1,19,24.72252221774036,1318,4,9,20.22971970599474,712,3,24,17.643945186143622,2518,4,4,19.727756954034326,296,-1,-1,-25.974025974025974,48,0,29,34.42790322197688,2687,0,1,19.801980198019802,32,0,13,54.270685480504305,296,2,9,12.98757521970648,592,1,29,27.884615384615383,1116,6,0,0.0,244,1,25,23.4207395332715,2273,2,26,18.62597607278458,1799,0,24,24.284615695956614,1193,3,20,25.541153183066218,1225,1,2,40.338846308995564,20,0,0,0.0,5,0,20,25.591483154406212,1069,-1,13,18.778257666584814,1046,3,40,44.8581361444432,1116,3,30,20.85462242706096,2396,2,2,9.846396218983852,200,0
2020-09-10,22,16.38794740958695,2518,4,7,16.356668847555845,746,0,0,0.0,31,0,3,15.52473607948665,65,0,11,33.900394477317555,558,1,29,17.415325486428056,2411,5,24,49.080758297715704,475,1,1,5.268703898840886,205,0,3,43.02308905779435,63,0,2,9.925065753560618,140,0,2,10.861891055232716,224,0,18,23.42133683785929,1318,0,9,20.22971970599474,712,0,25,18.379109568899604,2518,0,4,19.727756954034326,296,0,-1,-25.974025974025974,48,0,30,35.615072298596765,2689,2,0,0.0,32,0,15,62.62002170827419,298,2,7,10.10144739310504,592,0,33,31.73076923076923,1121,5,0,0.0,244,0,24,22.483909951940642,2273,0,23,16.476824987463285,1798,-1,23,23.272756708625085,1194,1,21,26.81821084221953,1227,2,2,40.338846308995564,20,0,0,0.0,5,0,27,34.54850225844839,1077,8,15,21.667220384520938,1048,2,41,45.97958954805428,1120,4,27,18.769160184354863,2395,-1,3,14.769594328475778,201,1
2020-09-13,32,23.837014413944654,2532,14,6,14.020001869333582,746,0,0,0.0,31,0,5,25.874560132477747,67,2,12,36.98224852071006,560,2,34,20.417967811674274,2418,7,26,53.17082148919201,477,2,1,5.268703898840886,205,0,3,43.02308905779435,64,1,2,9.925065753560618,140,0,3,16.292836582849073,225,1,15,19.517780698216075,1318,0,10,22.477466339994155,713,1,41,30.141739692995355,2534,16,4,19.727756954034326,296,0,-1,-25.974025974025974,48,0,41,48.67393214141558,2702,13,0,0.0,32,0,17,70.96935793604409,300,2,8,11.544511306405761,593,1,32,30.76923076923077,1124,3,0,0.0,244,0,29,27.168057858594945,2280,7,38,27.222580414069775,1813,15,28,28.33205164528271,1202,8,31,39.588787433752636,1238,11,2,40.338846308995564,20,0,0,0.0,5,0,33,42.22594720477026,1084,7,20,28.88962717936125,1053,5,54,60.558483794998324,1137,17,41,28.50131731698331,2411,16,6,29.539188656951556,204,3
